Code;Bahnhof_Haltestelle;Bezugsjahr;DTV;DMW;Eigner;Bemerkung;geopos;lod
PR;Pratteln;2016-01-01;8100;9500.0;SBB;;47.522657608, 7.69080243836;http://lod.opentransportdata.swiss/didok/8500021
OL;Olten;2016-01-01;72700;81300.0;SBB;;47.3519295325, 7.907688105;http://lod.opentransportdata.swiss/didok/8500218
WCHO;Walchwil Hörndli;2016-01-01;50;50.0;SBB;;47.1084102503, 8.50502546872;http://lod.opentransportdata.swiss/didok/8517112
WAB;Waldibrücke;2016-01-01;520;660.0;SBB;;47.1078933281, 8.31968694103;http://lod.opentransportdata.swiss/didok/8502017
UNT;Unterterzen;2016-01-01;490;420.0;SBB;;47.1138559734, 9.25500777055;http://lod.opentransportdata.swiss/didok/8509416
WF;Weinfelden;2016-01-01;14900;16900.0;SBB;;47.5662241626, 9.10634628137;http://lod.opentransportdata.swiss/didok/8506105
TUE;Tüscherz;2016-01-01;120;120.0;SBB;;47.1149950289, 7.19730481483;http://lod.opentransportdata.swiss/didok/8504229
WAU;Wauwil;2016-01-01;910;1100.0;SBB;;47.1838514118, 8.0190083583;http://lod.opentransportdata.swiss/didok/8502006
UST;Uster;2016-01-01;24000;28000.0;SBB;;47.3503664551, 8.71868854805;http://lod.opentransportdata.swiss/didok/8503125
TG;Turgi;2016-01-01;6200;7600.0;SBB;;47.4917545162, 8.25344123675;http://lod.opentransportdata.swiss/didok/8503503
LUT;Luterbach-Attisholz;2016-01-01;550;610.0;SBB;;47.2171432544, 7.58351524915;http://lod.opentransportdata.swiss/didok/8500208
LF;Läufelfingen;2016-01-01;420;490.0;SBB;;47.3921249769, 7.85621326784;http://lod.opentransportdata.swiss/didok/8500035
LGB;Leuggelbach;2016-01-01;50;50.0;SBB;;46.9757415966, 9.04692465402;http://lod.opentransportdata.swiss/didok/8503235
MAEG;Mägenwil;2016-01-01;820;1000.0;SBB;;47.4145021864, 8.23513921004;http://lod.opentransportdata.swiss/didok/8502106
LFN;Laufen;2016-01-01;5600;6400.0;SBB;;47.4193383263, 7.50263030739;http://lod.opentransportdata.swiss/didok/8500113
LUPF;Lupfig;2016-01-01;240;290.0;SBB;;47.4451758366, 8.21496733295;http://lod.opentransportdata.swiss/didok/8502237
LZ;Luzern;2016-01-01;89200;96200.0;SBB;;47.0501697679, 8.31017092011;http://lod.opentransportdata.swiss/didok/8505000
SBAD;Schinznach Bad;2016-01-01;530;600.0;SBB;;47.4517752695, 8.16692832223;http://lod.opentransportdata.swiss/didok/8502116
SAS;Salez-Sennwald;2016-01-01;90;110.0;SBB;;47.2414442444, 9.50232064245;http://lod.opentransportdata.swiss/didok/8509402
RU;Rupperswil;2016-01-01;2100;2500.0;SBB;;47.4032880043, 8.12694494762;http://lod.opentransportdata.swiss/didok/8502114
RUEM;Rümlang;2016-01-01;3900;4500.0;SBB;;47.4540663116, 8.53274503651;http://lod.opentransportdata.swiss/didok/8503311
RTR;Rothrist;2016-01-01;940;1200.0;SBB;;47.3064476644, 7.87938648836;http://lod.opentransportdata.swiss/didok/8508103
RK;Rotkreuz;2016-01-01;12900;15300.0;SBB;;47.1417586665, 8.43047453438;http://lod.opentransportdata.swiss/didok/8502202
SAL;Salgesch;2016-01-01;300;330.0;SBB;;46.3094470378, 7.57900756181;http://lod.opentransportdata.swiss/didok/8501600
RS;Rorschach;2016-01-01;4900;5200.0;SBB;;47.4779984016, 9.50513168035;http://lod.opentransportdata.swiss/didok/8506311
WWUE;Winterthur Wülflingen;2016-01-01;660;780.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.5064325739, 8.68090851224;http://lod.opentransportdata.swiss/didok/8506043
WHE;Winterthur Hegi;2016-01-01;510;610.0;SBB;;47.5015644748, 8.76930571536;http://lod.opentransportdata.swiss/didok/8516218
WI;Wildegg;2016-01-01;1400;1700.0;SBB;;47.4152733765, 8.16299733569;http://lod.opentransportdata.swiss/didok/8502115
HM;Hüttlingen-Mettendorf;2016-01-01;170;190.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2016 eingeschränkt und somit ein Vergleich mit der Angabe 2014 nicht sinnvoll.;47.5823394904, 8.97453911285;http://lod.opentransportdata.swiss/didok/8506102
ISL;Islikon;2016-01-01;910;1100.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2016 eingeschränkt und somit ein Vergleich mit der Angabe 2014 nicht sinnvoll.;47.5478354373, 8.84618065529;http://lod.opentransportdata.swiss/didok/8506019
KURZ;Kurzrickenbach Seepark;2016-01-01;470;540.0;SBB;;47.6430854799, 9.19634957486;http://lod.opentransportdata.swiss/didok/8506119
LTH;Langenthal;2016-01-01;11100;12800.0;SBB;;47.2173003777, 7.78470885276;http://lod.opentransportdata.swiss/didok/8508100
KR;Kreuzlingen;2016-01-01;7900;8700.0;SBB;;47.6525540444, 9.16906514323;http://lod.opentransportdata.swiss/didok/8506131
KPT;Kempraten;2016-01-01;800;930.0;SBB;;47.2383929337, 8.81429184846;http://lod.opentransportdata.swiss/didok/8503112
IL;Illnau;2016-01-01;2000;2400.0;SBB;;47.4088192343, 8.72270382261;http://lod.opentransportdata.swiss/didok/8503303
SEU;Seuzach;2016-01-01;1700;1900.0;SBB;Aus erhebungstechnischen Gründen sind sowohl die Aussagekraft der Angabe 2014 als auch diejenige der Angabe 2016 eingeschränkt und somit ein Vergleich der beiden Angaben nicht sinnvoll.;47.5357677342, 8.73886853866;http://lod.opentransportdata.swiss/didok/8506020
RUEN;Rümikon AG;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5653831658, 8.37365327646;http://lod.opentransportdata.swiss/didok/8503415
SCHO;Schöfflisdorf-Oberweningen;2016-01-01;1200;1500.0;SBB;;47.4979704691, 8.41179388261;http://lod.opentransportdata.swiss/didok/8503317
SCBU;Schübelbach-Buttikon;2016-01-01;220;250.0;SBB;;47.1763838553, 8.93876288214;http://lod.opentransportdata.swiss/didok/8503222
SCOE;Schönenwerd SO;2016-01-01;1400;1700.0;SBB;;47.3714221617, 8.00015594913;http://lod.opentransportdata.swiss/didok/8502112
SCME;Schmerikon;2016-01-01;1300;1500.0;SBB;;47.2251558732, 8.94336741805;http://lod.opentransportdata.swiss/didok/8503115
SCHD;Schwanden;2016-01-01;1500;1700.0;SBB;;46.9968482066, 9.07744743355;http://lod.opentransportdata.swiss/didok/8503233
SCHW;Schwyz;2016-01-01;2700;3000.0;SBB;;47.0263942922, 8.63213946703;http://lod.opentransportdata.swiss/didok/8505006
STR;Stein am Rhein;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.656108874, 8.85500693112;http://lod.opentransportdata.swiss/didok/8506139
SGF;St. Gallen St. Fiden;2016-01-01;2800;3300.0;SBB;;47.434542034, 9.39342737505;http://lod.opentransportdata.swiss/didok/8506303
SMG;St. Margrethen;2016-01-01;2500;2800.0;SBB;;47.4532118157, 9.63825154068;http://lod.opentransportdata.swiss/didok/8506314
TW;Thalwil;2016-01-01;17200;19600.0;SBB;;47.2959747213, 8.56475556229;http://lod.opentransportdata.swiss/didok/8503202
TH;Thun;2016-01-01;32600;35900.0;SBB;;46.7548532939, 7.62959464395;http://lod.opentransportdata.swiss/didok/8507100
ZGCA;Zug Casino;2016-01-01;150;180.0;SBB;;47.1623165875, 8.515186942;http://lod.opentransportdata.swiss/didok/8517527
ZF;Zofingen;2016-01-01;8700;10100.0;SBB;;47.2880447598, 7.94309735295;http://lod.opentransportdata.swiss/didok/8502001
ZG;Zug;2016-01-01;37500;43800.0;SBB;;47.1736230527, 8.51529569481;http://lod.opentransportdata.swiss/didok/8502204
AW;Amriswil;2016-01-01;3000;3400.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2016 eingeschränkt und somit ein Vergleich mit der Angabe 2014 nicht sinnvoll.;47.5504471564, 9.30221759023;http://lod.opentransportdata.swiss/didok/8506109
BD;Baden;2016-01-01;32700;37900.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2016 eingeschränkt und somit ein Vergleich mit der Angabe 2014 nicht sinnvoll.;47.476420225, 8.3076927631;http://lod.opentransportdata.swiss/didok/8503504
ALT;Altstätten SG;2016-01-01;2300;2600.0;SBB;;47.3742291734, 9.55651096481;http://lod.opentransportdata.swiss/didok/8506319
ALTD;Altendorf;2016-01-01;780;910.0;SBB;;47.193966384, 8.82288898291;http://lod.opentransportdata.swiss/didok/8503211
AUSG;Au SG;2016-01-01;320;360.0;SBB;;47.4361134139, 9.64124454757;http://lod.opentransportdata.swiss/didok/8506316
ARB;Arbon;2016-01-01;1500;1700.0;SBB;;47.5105854479, 9.43333858591;http://lod.opentransportdata.swiss/didok/8506308
AL;Altdorf;2016-01-01;410;450.0;SBB;;46.8757407268, 8.63156572016;http://lod.opentransportdata.swiss/didok/8505113
AU;Au ZH;2016-01-01;1000;1200.0;SBB;;47.2468165268, 8.6437080619;http://lod.opentransportdata.swiss/didok/8503205
GKD;Gelterkinden;2016-01-01;4900;5500.0;SBB;;47.4658812396, 7.84765271265;http://lod.opentransportdata.swiss/didok/8500027
GELF;Gelfingen;2016-01-01;340;370.0;SBB;;47.2135545697, 8.26480670843;http://lod.opentransportdata.swiss/didok/8502026
BER;Berlingen;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6732101292, 9.02200129854;http://lod.opentransportdata.swiss/didok/8506135
BMA;Bauma;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.3688358029, 8.87821095251;http://lod.opentransportdata.swiss/didok/8503134
BSSJ;Basel St. Johann;2016-01-01;130;160.0;SBB;;47.5702960042, 7.57251267012;http://lod.opentransportdata.swiss/didok/8500016
BLGK;Baldegg Kloster;2016-01-01;490;660.0;SBB;;47.1806078267, 8.28057856573;http://lod.opentransportdata.swiss/didok/8516353
BNZ;Benzenschwil;2016-01-01;200;240.0;SBB;;47.2468435811, 8.36559619501;http://lod.opentransportdata.swiss/didok/8502216
BNK;Benken;2016-01-01;290;330.0;SBB;;47.2044563538, 9.00863107374;http://lod.opentransportdata.swiss/didok/8503118
ERM;Ermatingen;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6699950278, 9.08565476022;http://lod.opentransportdata.swiss/didok/8506133
EZ;Eschenz;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6454101495, 8.87653687685;http://lod.opentransportdata.swiss/didok/8506138
DOT;Dottikon-Dintikon;2016-01-01;1400;1800.0;SBB;;47.3736425259, 8.23468774088;http://lod.opentransportdata.swiss/didok/8502212
DOR;Dornach-Arlesheim;2016-01-01;4700;5500.0;SBB;;47.488608339, 7.61110691339;http://lod.opentransportdata.swiss/didok/8500118
ERLB;Erlenbach ZH;2016-01-01;3600;4200.0;SBB;;47.3057853122, 8.59150489466;http://lod.opentransportdata.swiss/didok/8503102
DUG;Duggingen;2016-01-01;550;630.0;SBB;;47.4534348999, 7.60344839068;http://lod.opentransportdata.swiss/didok/8500116
ESL;Eschlikon;2016-01-01;1300;1500.0;SBB;;47.4614892248, 8.95851470682;http://lod.opentransportdata.swiss/didok/8506011
DU;Dulliken;2016-01-01;340;400.0;SBB;;47.3542660407, 7.94648945968;http://lod.opentransportdata.swiss/didok/8502110
EGL;Eglisau;2016-01-01;1600;1800.0;SBB;;47.5723728054, 8.51653513851;http://lod.opentransportdata.swiss/didok/8503402
BUET;Bütschwil;2016-01-01;1200;1300.0;SBB;;47.3595914091, 9.07513534617;http://lod.opentransportdata.swiss/didok/8506203
BDF;Burgdorf;2016-01-01;15600;17900.0;SBB;;47.0606957305, 7.62168894507;http://lod.opentransportdata.swiss/didok/8508005
BONI;Boniswil;2016-01-01;300;340.0;SBB;;47.3150345145, 8.1845453245;http://lod.opentransportdata.swiss/didok/8502032
BUB;Bubikon;2016-01-01;5200;6100.0;SBB;;47.2708395927, 8.82270102308;http://lod.opentransportdata.swiss/didok/8503122
DIE;Diepflingen;2016-01-01;150;170.0;SBB;;47.4495555927, 7.8377022189;http://lod.opentransportdata.swiss/didok/8500031
DTF;Dietfurt;2016-01-01;240;280.0;SBB;;47.3445497083, 9.07830029592;http://lod.opentransportdata.swiss/didok/8506202
REUT;Reutlingen;2016-01-01;260;290.0;SBB;Aus erhebungstechnischen Gründen sind sowohl die Aussagekraft der Angabe 2014 als auch diejenige der Angabe 2016 eingeschränkt und somit ein Vergleich der beiden Angaben nicht sinnvoll.;47.5296543857, 8.75213281727;http://lod.opentransportdata.swiss/didok/8506036
RIK;Rickenbach-Attikon;2016-01-01;1200;1400.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2016 eingeschränkt und somit ein Vergleich mit der Angabe 2014 nicht sinnvoll.;47.5353542711, 8.7891594117;http://lod.opentransportdata.swiss/didok/8506018
REG;Regensdorf-Watt;2016-01-01;7000;8100.0;SBB;;47.4365626396, 8.47206501622;http://lod.opentransportdata.swiss/didok/8503526
PF;Pfäffikon SZ;2016-01-01;14300;16200.0;SBB;;47.2029974467, 8.77811068503;http://lod.opentransportdata.swiss/didok/8503209
RI;Richterswil;2016-01-01;4600;5200.0;SBB;;47.2083677131, 8.70746042267;http://lod.opentransportdata.swiss/didok/8503207
RF;Rheinfelden;2016-01-01;8600;9800.0;SBB;;47.5512096146, 7.79215393064;http://lod.opentransportdata.swiss/didok/8500301
OP;Opfikon;2016-01-01;2400;2900.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.4299514492, 8.56176987445;http://lod.opentransportdata.swiss/didok/8503340
NOU;Nieder- und Oberurnen;2016-01-01;390;440.0;SBB;;47.122362606, 9.0623744371;http://lod.opentransportdata.swiss/didok/8503226
NID;Nidfurn-Haslen;2016-01-01;160;170.0;SBB;;46.9858964537, 9.05925879887;http://lod.opentransportdata.swiss/didok/8503234
ORD;Oberrieden;2016-01-01;1200;1400.0;SBB;;47.2796754088, 8.57844974795;http://lod.opentransportdata.swiss/didok/8503203
NG;Niederglatt;2016-01-01;1300;1500.0;SBB;;47.4874689477, 8.50329612568;http://lod.opentransportdata.swiss/didok/8503313
ORT;Oberriet;2016-01-01;410;480.0;SBB;;47.3234789515, 9.57136707107;http://lod.opentransportdata.swiss/didok/8509400
OSS;Ossingen;2016-01-01;450;530.0;SBB;;47.6146106042, 8.72409330368;http://lod.opentransportdata.swiss/didok/8506023
SKY;Sennhof-Kyburg;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.4651737084, 8.76033034905;http://lod.opentransportdata.swiss/didok/8506003
SCHL;Schlieren;2016-01-01;11000;13000.0;SBB;;47.3991743125, 8.44722881452;http://lod.opentransportdata.swiss/didok/8503509
SCHT;Schlatt;2016-01-01;280;320.0;SBB;;47.6795011585, 8.68749675648;http://lod.opentransportdata.swiss/didok/8503427
SINS;Sins;2016-01-01;1100;1300.0;SBB;;47.188308281, 8.39780794584;http://lod.opentransportdata.swiss/didok/8502218
UER;Uerikon;2016-01-01;1900;2200.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.2358565197, 8.75261073401;http://lod.opentransportdata.swiss/didok/8503108
TAEG;Tägerwilen-Gottlieben;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6596173652, 9.13295927882;http://lod.opentransportdata.swiss/didok/8506132
TUR;Turtmann;2016-01-01;290;330.0;SBB;;46.3093240882, 7.69960071796;http://lod.opentransportdata.swiss/didok/8501602
TRI;Trimbach;2016-01-01;80;90.0;SBB;;47.3660466339, 7.90427743742;http://lod.opentransportdata.swiss/didok/8500037
UET;Uetikon;2016-01-01;4500;5400.0;SBB;;47.2590294057, 8.678774746;http://lod.opentransportdata.swiss/didok/8503105
UZ;Uznach;2016-01-01;7500;8500.0;SBB;;47.2242754695, 8.98067539571;http://lod.opentransportdata.swiss/didok/8503116
SOAD;Solothurn Allmend;2016-01-01;400;460.0;SBB;;47.2088750961, 7.52142884826;http://lod.opentransportdata.swiss/didok/8518963
STS;Stein-Säckingen;2016-01-01;3100;3800.0;SBB;;47.5415967349, 7.94882272396;http://lod.opentransportdata.swiss/didok/8500320
STMR;Steinmaur;2016-01-01;1100;1300.0;SBB;;47.4899801946, 8.4468407224;http://lod.opentransportdata.swiss/didok/8503316
SOM;Sommerau;2016-01-01;50;50.0;SBB;;47.4390111569, 7.85146338126;http://lod.opentransportdata.swiss/didok/8500032
STAE;Stäfa;2016-01-01;5400;6300.0;SBB;;47.2405237212, 8.72163122186;http://lod.opentransportdata.swiss/didok/8503107
SS;Sursee;2016-01-01;12000;14000.0;SBB;;47.1707889132, 8.09787795205;http://lod.opentransportdata.swiss/didok/8502007
STG;Steg;2016-01-01;210;210.0;SBB;;47.3538535176, 8.93235901657;http://lod.opentransportdata.swiss/didok/8503135
